Actor 1,Rating_Actor1,Actor 2,Rating_Actor2,Director,Rating_Director
Sunil Singh,3.6,,,Sunil Singh,6.5
Sunil Sukthankar,5.7,,,,
Sunil Tiwari,4.0,,,Sunil Tiwari,5.0
Sunny Deol,5.09433962264151,Sunny Deol,5.319999999999999,Sunny Deol,5.3999999999999995
Sunny Hinduja,7.4,Sunny Hinduja,6.1,,
Sunny Kaushal,6.25,,,,
Sunny Leone,3.55,Sunny Leone,2.94,,
Sunny Pawar,6.5,,,,
Sunny Sachdeva,8.3,,,,
Sunny Singh,3.2,,,,
Suraiya,6.8999999999999995,Suraiya,6.7,,
Suraj Sharma,7.9,,,,
Surekha,6.0,,,,
Surendra,6.8999999999999995,Surendra,6.4,,
Surendra Kumar,6.1,,,,
Suresh,6.5,,,Suresh,4.5
Suresh Bhagwat,7.8,Suresh Bhagwat,4.3,,
Suresh Chatwal,6.7,Suresh Chatwal,5.15,,
Suresh Gopi,5.25,,,,
Suresh Oberoi,5.949999999999999,Suresh Oberoi,5.699999999999999,,
Suresh Thomas,5.4,,,,
Suriya,9.1,,,,
Sushama Deshpande,6.9,,,,
Sushant Singh,5.45,Sushant Singh,8.1,,
Sushant Singh Rajput,6.875,Sushant Singh Rajput,6.449999999999999,,
Sushma Ahuja,4.6,,,,
Sushmita Sen,5.1,Sushmita Sen,4.933333333333334,,
Suvahhdan Angre,7.3999999999999995,,,Suvahhdan Angre,6.9
Suzanne Bernert,5.0,Suzanne Bernert,7.3,,
Svar Kamble,7.2,,,,
Swara Bhaskar,4.95,Swara Bhaskar,5.050000000000001,,
Swaran Lata,7.2,,,,
Swaroop Kanchi,6.4,,,Swaroop Kanchi,6.4
Swaroop Khan,6.7,,,,
Swarup Dutt,7.2,Swarup Dutt,7.3,,
Sylvester Stallone,3.9,,,,
T.K. Desai,6.3,,,,
T.R. Narasimharaju,8.0,,,,
T.S. Balaiah,6.6,,,,
Taapsee Pannu,6.628571428571428,Taapsee Pannu,6.9,,
Tabrez Hashmi,4.0,,,Tabrez Hashmi,3.5
Tabu,5.557142857142857,Tabu,5.757142857142857,,
Talat Jani,3.3,,,Talat Jani,4.775
Talat Mahmood,6.375,,,,
Talha Arshad Reshi,7.8,,,,
Talia Bentson,8.8,,,,
Tania Nazmeen Dean,4.7,,,,
Tanikella Bharani,4.6,,,,
Tanima Bhattacharya,7.4,,,,
Tanishaa Mukerji,4.4,Tanishaa Mukerji,4.033333333333334,,
Tanmay Bhat,8.6,,,,
Tanmay Dhanania,3.4,,,,
Tannishtha Chatterjee,6.675,Tannishtha Chatterjee,7.06,Tannishtha Chatterjee,7.8
Tanuj Virwani,4.966666666666667,,,,
Tanuja,6.4,Tanuja,6.617647058823529,,
Tanushree Dutta,4.2,Tanushree Dutta,3.733333333333333,,
Tanveer,5.7,,,,
Tanveer Ahmad,3.2,,,,
Tanveer Hashmi,2.5,,,Tanveer Hashmi,5.0
Tanvi Jain,7.2,,,,
Tapas Pal,6.5,,,,
Tara Deshpande,6.0,Tara Deshpande,6.7,,
Tara Sharma,4.5,Tara Sharma,5.8,,
Tarun Arora,4.5,Tarun Arora,4.550000000000001,,
Tarush Waghela,6.5,,,,
Teeshay,5.7,,,,
Tejaswini Manogna,9.3,,,,
Tharun Bhascker Dhaassyam,5.0,,,,
Thilakan,1.9,,,,
Tia Bajpai,5.9,Tia Bajpai,5.325,,
Tiger Shroff,3.4499999999999997,Tiger Shroff,5.85,,
Tillotama Shome,7.7,Tillotama Shome,7.35,,
Tina Ambani,4.75,Tina Ambani,5.988888888888889,,
Tinku,6.3,,,,
Tinnu Anand,5.275,Tinnu Anand,3.233333333333333,Tinnu Anand,6.233333333333333
Tod Polson,5.9,,,,
Todd Howard,3.4,,,,
Tom Alter,5.65,Tom Alter,6.75,Tom Alter,9.2
Tony Pietra Arjuna,5.6,,,,
Tottempudi Gopichand,5.825,,,,
Trimala Adhikari,7.800000000000001,Trimala Adhikari,3.4,,
Tripti Dimri,6.6,Tripti Dimri,7.8,,
Trivikram Mattoo,7.9,,,,
Tulika Banerjee,6.1,,,,
Tulip Joshi,7.7,Tulip Joshi,5.8,,
Tulsi Ramsay,5.776470588235294,,,Tulsi Ramsay,6.1
Tushar Dalvi,6.2,,,,
Tushar Jalota,3.6,,,,
Tushar Pandey,6.7,,,,
Tusshar Kapoor,4.226666666666667,Tusshar Kapoor,4.300000000000001,,
U.R. Ananthamurthy,7.8,,,,
Uday Chopra,4.25,Uday Chopra,4.8,,
Udayan Banerjee,6.3,,,,
Udita Goswami,3.6,Udita Goswami,4.3500000000000005,,
Ujjwal Rana,5.9,,,,
Umesh Kamat,6.5,,,,
Umesh Mehra,5.9,Umesh Mehra,6.1,Umesh Mehra,5.279999999999999
Upendra Limaye,5.5,,,,
Urmila Bhatt,6.566666666666666,Urmila Bhatt,6.433333333333333,,
Urmila Matondkar,6.042857142857143,Urmila Matondkar,5.1000000000000005,,
Urvashi Rautela,3.266666666666667,Urvashi Rautela,5.6,,
Usha Bachani,5.449999999999999,Usha Bachani,4.0,,
Usha Kiran,6.7,Usha Kiran,7.2,,
Usha Sharma,8.3,,,,
Utkarsh Sharma,5.3,,,,
Utpal Dutt,6.6000000000000005,Utpal Dutt,6.949999999999999,,
Utpal Sinha,7.8,,,,
Uttam Halder,6.8,,,,
Uttam Kumar,7.05,Uttam Kumar,7.033333333333334,,
Uttar Kumar,6.6,,,Uttar Kumar,6.9
V. Menon,6.2,,,V. Menon,3.8333333333333335
V. Ravichandran,5.3,V. Ravichandran,6.0,V. Ravichandran,6.0
Vaarssh Bhatnagar,3.6,,,,
Vadivelu,3.1,,,,
Vaibhav Khisti,9.4,,,,
Vandana Asthana,8.1,,,,
Vani Vashishth,5.9,,,,
Vansh Bhardwaj,5.4,Vansh Bhardwaj,6.2,,
Vardhan Puri,8.0,,,,
Varsha Agnihotri,5.7,,,,
Varun Bhagwat,6.1,,,,
Varun Dhawan,5.088888888888889,Varun Dhawan,5.766666666666667,,
Vasili Pronin,7.0,,,,
Vats Amit,4.3,,,,
Vatsal Sheth,5.2,Vatsal Sheth,5.0,,
Veena Malik,2.7,Veena Malik,1.9,,
Venkatesh Daggubati,6.08,Venkatesh Daggubati,4.8,,
Vibha Chhibber,6.2,Vibha Chhibber,7.9,,
Vickrant Mahajan,5.9,,,Vickrant Mahajan,5.9
Vicky Ahuja,4.5,,,,
Vicky Bhalla,2.8,,,,
Vicky Kaushal,6.725,Vicky Kaushal,7.6,,
Victor Banerjee,6.588888888888889,Victor Banerjee,6.300000000000001,,
Vidit Kumar,3.25,,,,
Vidya Balan,6.8,Vidya Balan,6.1625,,
Vidya Sinha,7.3,Vidya Sinha,7.1499999999999995,,
Vidyut Jammwal,6.028571428571429,,,,
Vijay Aidasani,6.6,,,,
Vijay Anand,7.4,Vijay Anand,6.3,Vijay Anand,7.281818181818181
Vijay Arora,5.949999999999999,Vijay Arora,6.5,,
Vijay Mahar,9.3,Vijay Mahar,9.3,,
Vijay Maurya,6.9,,,,
Vijay Raaz,7.35,Vijay Raaz,5.96,Vijay Raaz,7.4
Vijay Sharma,4.2,,,Vijay Sharma,6.550000000000001
Vijay Varma,7.3,,,,
Vijay Verma,6.2,,,,
Vijayakanth,4.8,,,,
Vijayalalitha,7.5,,,,
Vijayendra Ghatge,2.8,,,,
Vije Bhatia,4.2,,,,
Vikas Anand,5.35,Vikas Anand,5.133333333333334,,
Vikas Balian,6.9,,,,
Vikas Bangar,6.5,,,,
Vikas Kalantri,5.4,Vikas Kalantri,6.5,,
Vikram,6.433333333333334,Vikram,6.1,,
Vikram Chatterjee,6.8,,,,
Vikram Chatwal,5.6,,,,
Vikram Chopra,3.3,,,,
Vikram Gokhale,5.6,Vikram Gokhale,5.6,,
Vikram Kochhar,6.3,,,,
Vikram Makandar,5.7,Vikram Makandar,5.766666666666667,,
Vikrant Massey,5.7,Vikrant Massey,6.1000000000000005,,
Vimal Chandra Pandey,7.2,,,,
Vinamrata Rai,6.8,,,,
Vinay Ambast,7.2,,,,
Vinay Anand,6.15,,,,
Vinay Apte,6.4,,,,
Vinay Katore,6.5,,,,
Vinay Pathak,6.115384615384615,Vinay Pathak,6.5,,
Vinay Rai,3.3,,,,
Vinay Sapru,5.166666666666667,,,,
Vinay Shukla,8.7,,,Vinay Shukla,5.566666666666666
Vinay Subramanian,7.6,,,,
Vinay Virmani,5.85,,,,
Vineet Kumar Singh,7.8,Vineet Kumar Singh,8.0,,
Vinit Kanojia,8.4,,,,
Vinod Acharya,5.65,,,,
Vinod K. Verma,5.0,,,Vinod K. Verma,4.9
Vinod Khanna,5.75,Vinod Khanna,5.869565217391305,,
Vinod Kumar,7.7,,,Vinod Kumar,6.4
Vinod Mehra,5.733333333333333,Vinod Mehra,6.44,Vinod Mehra,4.9
Vinod Pande,4.2,,,Vinod Pande,4.725
Vir Das,5.4,Vir Das,3.233333333333333,,
Vira Sathidar,7.7,,,,
Virender Razdan,4.0,,,,
Vishal,5.466666666666666,,,,
Vishal Acharya,6.1,,,,
Vishal Arya,8.3,,,,
Vishal Chaturvedi,4.6,,,,
Vishal Desai,6.0,,,,
Vishnu Manchu,7.9,,,,
Vishnuvardhan,8.5,Vishnuvardhan,5.7,,
Vishwa Bhanu,9.3,,,Vishwa Bhanu,9.3
Vivaan Shah,6.6,Vivaan Shah,6.1,,
Vivek Anand,6.3,,,,
Vivek Mushran,4.62,Vivek Mushran,5.699999999999999,,
Vivek Oberoi,4.9363636363636365,Vivek Oberoi,5.181818181818182,,
Vyjayanthimala,6.378571428571428,Vyjayanthimala,6.6375,,
Waheeda Rehman,6.5181818181818185,Waheeda Rehman,6.8961538461538465,,
Wamiqa Gabbi,6.3,,,,
William Cully Allen,6.4,,,,
Y.V.S. Chowdary,7.5,,,,
Yami Gautam,5.7,Yami Gautam,6.025,,
Yasef Calderón,4.2,,,,
Yash Agarwal,6.1,,,,
Yash Baba,7.2,,,,
Yash Dave,5.6,,,,
Yash Krishnani,5.4,,,,
Yash Shetty,8.0,,,,
Yash Soni,7.3,,,,
Yashaswini Dayama,5.4,,,,
Yashi Kapoor,3.4,,,,
Yashit Duggal,6.9,,,,
Yashpal Sharma,6.6,Yashpal Sharma,6.533333333333334,,
Yogeeta Bali,6.0,Yogeeta Bali,5.528571428571429,,
Yogesh Raj Mishra,5.1,,,,
Yoggitta Dandaykar,6.3,,,,
Yogita Deshmukh,5.4,,,,
Yusuf Qasmi,6.2,,,Yusuf Qasmi,6.2
Yuvraj Kumar,7.5,,,Yuvraj Kumar,6.95
Zackie Achmat,7.7,,,,
Zaheer Iqbal,6.9,,,,
Zahid Ali,4.3,,,,
Zain Khan,5.6,Zain Khan,6.2,,
Zaira Wasim,7.8,,,,
Zakir Hussain,7.3,Zakir Hussain,5.6,,
Zameer Ashai,6.7,,,,
Zareen Khan,4.05,Zareen Khan,6.8,,
Zarina Wahab,2.6,Zarina Wahab,6.175,,
Zayed Khan,4.575,Zayed Khan,4.166666666666667,,
Zeenat Aman,6.045454545454546,Zeenat Aman,6.462962962962963,,
Zenia Starr,7.4,,,,
Zulfi Sayed,5.2,,,,
,,A.H. Shore,6.2,,
,,Aadil Khan,3.8,,
,,Aakash Dahiya,7.2,,
,,Aakash Kumar Sehdev,6.8,,
,,Aamir Dalvi,3.1,,
,,Aamna Sharif,5.1,,
,,Aarav Mavi,8.6,,
,,Aarthi Agarwal,6.5,,
,,Aarti Chhabria,5.1000000000000005,,
,,Aarushi Vedikha,6.5,,
,,Aarya Adhav,8.3,,
,,Aashi Rawal,6.4,,
,,Aashish Chanana,6.2,,
,,Aayush Sharma,3.0,,
,,Aayush Thakur,3.1,,
,,Abdul Rehman Sheikh,4.2,,
,,Abha Dhulia,5.9,,
,,Abha Parmar,7.5,,
,,Abha Paul,6.5,,
,,Abhay Bhargava,5.533333333333334,,
,,Abhay Joshi,7.7,,
,,Abhilash Chaudhary,4.4,,
,,Abhinav Goyal,7.5,,
,,Abhinay Banker,8.1,,
,,Abhinayasri,4.3,,
,,Abhishek Maharshi,5.9,,
,,Abhro Banerjee,5.3,,
,,Abigail Eames,6.2,,
,,Abir Chatterjee,6.9,,
,,Abishek Anand,4.2,,
,,Adah Sharma,5.7,,
,,Adesh Prasad,8.3,,
,,Adi Chugh,6.1,,
,,Aditi Bhaskar,6.0,,
,,Aditi Govitrikar,2.4,,
,,Aditi Inamdar,7.8,,
,,Aditi Sharma,5.1,,
,,Aditi Sudhir Pohankar,6.8,,
,,Aditya Om,5.3,,
,,Aditya Seal,3.0,,
,,Aditya pratap singh Raghuvanshi,6.7,,
,,Adnan Sajid Khan,6.8,,
,,Adoor Bhasi,6.4,,
,,Adrianne Palicki,6.0,,
,,Adrien Brody,7.2,,
,,Afsheen Jamal,6.1,,
,,Aga Jaan,7.6,,
,,Agha,5.6,,
,,Aham Sharma,6.5,,
,,Ahindra Choudhury,7.2,,
,,Ahmed Chaudhary,3.9,,
,,Ahran Chaudhary,5.6,,
,,Aida Folch,5.9,,
,,Ain Rasheed Khan,8.1,,
,,Aindrita Ray,4.1,,
,,Aishwarya,6.45,,
,,Aishwarya Arjun,3.8,,
,,Aishwarya Devan,5.45,,
,,Aishwarya Rajesh,6.4,,
,,Ajay Bafna,7.9,,
,,Ajay Chadha,6.3,,
,,Ajay Dubey,8.3,,
,,Ajay Mehta,6.4,,
,,Ajay Naidu,7.0,,
,,Ajeet Goswami,5.3,,
,,Ajinkya Deo,6.5,,
,,Ajit Sachdev,6.8,,
,,Akanksha D. Sharma,6.3,,
,,Akash Adhikari,7.6,,
,,Akash Bathija,4.3,,
,,Akashdeep,3.9,,
,,Akhil,5.1,,
,,Akhilendra Mishra,4.533333333333333,,
,,Akkineni Nageshwara Rao,7.1,,
,,Akshat Bhatia,4.2,,
,,Akshay Kaushal,8.5,,
,,Alaya F,6.6,,
,,Alekh Sangal,6.7,,
,,Alexx O'Nell,6.3,,
,,Alfeeya Donna,8.6,,
,,Ali Haji,5.8,,
,,Ali Khan,3.1,,
,,Ali Larter,4.8,,
,,Alisha,7.0,,
,,Alismita Goswami,5.4,,
,,Allan Border,3.8,,
,,Alok Nath,9.2,,
,,Altaf,7.1,,
,,Alyy Khan,2.6,,
,,Amal Farooque,7.1,,
,,Amal Sherawat,2.4,,
,,Amala Akkineni,6.65,,
,,Amann Grewal,6.9,,
,,Amardeep Jha,6.8,,
,,Amaresh Banerjee,7.8,,
,,Amartya Ray,6.1,,
,,Ambalika Sarkar,5.6,,
,,Ameer Sultan,8.5,,
,,Ameet Gaurr,5.2,,
,,Ameya Hunaswadkar,6.9,,
,,Amit Ashar,6.2,,
,,Amit Behl,5.4,,
,,Amit Deondi,7.15,,
,,Amit Dhamija,3.7,,
,,Amit Ghosh,7.2,,
,,Amit Goel,7.0,,
,,Amit Purohit,6.4,,
,,Amita Nangia,4.8,,
,,Amrit Pal,6.2,,
,,Amrita Bagchi,6.9,,
,,Amrita Rao,5.95,,
,,Amrita Singh,5.542857142857143,,
,,Amruta Khanvilkar,4.8,,
,,Amruta Subhash,6.7,,
,,Amy Jackson,5.45,,
,,Anaitha Nair,7.1,,
,,Ananth,4.6,,
,,Ananth Narayan Mahadevan,6.35,,
,,Ananya Panday,2.25,,
,,Andrea Miglio Risi,6.3,,
,,Andrew Shaver,5.6,,
,,Angira Dhar,7.2,,
,,Anil Chaudhary,6.3,,
,,Anil Chouhan,5.4,,
,,Anil George,6.5,,
,,Anil Reji,6.3,,
,,Anindita Chatterjee,3.0,,
,,Anirban Bhattacharya,7.8,,
,,Anita Ayoob,4.3,,
,,Anita Das,5.9,,
,,Anita Hassanandani Reddy,4.55,,
,,Anita Raj,5.18,,
,,Anjaan,8.0,,
,,Anjala Zaveri,5.199999999999999,,
,,Anjali,5.6,,
,,Anjali Abrol,3.7,,
,,Anjali Devi,5.800000000000001,,
,,Anjali Jathar,4.949999999999999,,
,,Anjali Paigankar,6.9,,
,,Anjali Pandey,8.6,,
,,Anjan Dutt,6.199999999999999,,
,,Anjan Srivastav,7.4,,
,,Anjana Mumtaz,6.2,,
,,Anju Kurian,5.4,,
,,Ankita,4.4,,
,,Ankita Parihar,5.4,,
,,Annu Akade,7.8,,
,,Anoma Pabuwal,6.1000000000000005,,
,,Anoop Chandran,3.2,,
,,Anoop Kumar,7.333333333333333,,
,,Ansh Bagri,7.3,,
,,Ansh Gupta,5.0,,
,,Anshul Chobey,7.2,,
,,Antara Mali,4.0,,
,,Anu Agrawal,5.85,,
,,Anu Choudhury,9.1,,
,,Anubhav Dhir,5.9,,
,,Anuj Sawhney,4.85,,
,,Anup Soni,5.5,,
,,Anupam Maanav,4.7,,
,,Anupama,7.35,,
,,Anuradha,5.6,,
,,Anuradha Patel,4.533333333333333,,
,,Anurag Sinha,6.2,,
,,Anusha Bose,6.3,,
,,Anushka Ranjan,3.8,,
,,Anushree Wani,5.8,,
,,Anwar Hussain,6.133333333333333,,
,,Aparna Sen,6.949999999999999,,
,,Apeksha,6.7,,
,,Apeksha Bhat,7.1,,
,,Apoorva Lakhia,5.7,,
,,Apurva Godbole,4.0,,
,,Aqib Afzaal,5.7,,
,,Aradhya Taing,5.1,,
,,Archana,5.449999999999999,,
,,Archana Gautam,6.2,,
,,Archana Kotwal,3.3,,
,,Archana Puran Singh,6.6,,
,,Arfi Lamba,5.6,,
,,Ariana Ayam,5.1,,
,,Arif Khan,5.6,,
,,Arindita Kalita,6.8,,
,,Arjun Fauzdar,2.7,,
,,Arjun Sarja,6.9,,
,,Armaan Sandhu,8.3,,
,,Armie Hammer,7.6,,
,,Armin Amiri,2.9,,
,,Arnali Das,6.8,,
,,Arpita Banerjee,8.9,,
,,Arsh Deol,4.5,,
,,Arshin Mehta,7.3,,
,,Arun,5.8,,
,,Arun Khopkar,7.5,,
,,Aruna Shields,4.2,,
,,Arunava Adhikari,7.5,,
,,Arvind Gaur,5.3,,
,,Arvind Joshi,4.0,,
,,Arvind Kejriwal,8.7,,
,,Arvind Kumar,7.4,,
,,Arya Rothe,6.8,,
,,Aryeman Ramsay,4.45,,
,,Arzoo Dandyan,6.7,,
,,Asawari Joshi,5.6,,
,,Asha Mathur,6.3,,
,,Asheem Chakravarty,8.9,,
,,Ashish Kattar,5.8,,
,,Ashish Kumar,6.733333333333333,,
,,Ashish Vidyarthi,7.6,,
,,Ashlin Harris,6.8,,
,,Ashok Asrani,4.8,,
,,Ashok Awasthi,4.6,,
,,Ashok Banthia,6.6,,
,,Ashok Barot,4.6,,
,,Ashok Insan,6.7,,
,,Ashrut Jain,6.5,,
,,Ashwin Krishna Gaur,8.8,,
,,Ashwin Laxmi Narayan,6.6,,
,,Ashwin Shukla,6.0,,
,,Ashwini Agarwal,7.2,,
,,Ashwini Kalsekar,4.0,,
,,Asin Thottumkal,4.85,,
,,Asit Kumar Sen,7.2,,
,,Aslam Khan,3.4,,
,,Athiya Shetty,3.5,,
,,Aubrey K. Miller,5.8,,
,,Audrie Woodhouse,4.2,,
,,Avani Modi,4.2,,
,,Avinash,4.6,,
,,Avinash Baviskar,5.2,,
,,Avtar Gill,5.45,,
,,Awanish Kotnal,9.4,,
,,Ayan Banerjee,7.2,,
,,Ayesha Kapoor,6.4,,
,,Ayesha Shroff,6.1,,
,,Ayush Pathak,7.2,,
,,Azb Dahal,5.2,,
,,Azra,6.2,,
,,B. Nandrekar,7.2,,
,,B.V. Nandini Reddy,5.0,,
,,Babbu Mann,6.2,,
,,Babita Ashiwal,8.3,,
,,Babita Bhardwaj,7.2,,
,,Babita Kapoor,6.199999999999999,,
,,Baby Sonu,7.8,,
,,Baby Vijaya,5.8,,
,,Badri Singh,8.2,,
,,Badshah,4.0,,
,,Bahadur,6.5,,
,,Balraj,5.3,,
,,Balwant Dullat,3.8,,
,,Bambi,6.9,,
,,Banita Sandhu,7.5,,
,,Barry John,7.25,,
,,Barun Chakraborty,7.6,,
,,Bashir Baba,6.8,,
,,Benjamin Gilani,7.0,,
,,Bhairavi Athavle,8.4,,
,,Bhanu Bannerjee,7.2,,
,,Bharat Dungrani,3.4,,
,,Bharat Kaul,6.2,,
,,Bharathi,6.9,,
,,Bharathi Jain,7.2,,
,,Bhavana Bhatt,5.5,,
,,Bhisham Kohli,5.7,,
,,Bhoomika Chawla,5.3,,
,,Bijesh Jayarajan,4.5,,
,,Bilal Amrohi,3.3,,
,,Bina,6.4,,
,,Bindiya,6.3,,
,,Bindiya Goswami,6.640000000000001,,
,,Biswajit Chakraborty,5.1,,
,,Biswanath Basu,5.4,,
,,Biswarup Biswas,5.4,,
,,Bobby,6.1,,
,,Brahmanandam,5.75,,
,,Bramhaswaroop Mishra,7.6,,
,,Brendra N. Gochhikar,7.9,,
,,Brij Gopal,4.95,,
,,Brijendra Kala,5.3999999999999995,,
,,Bruce Parry,7.4,,
,,Bunty Behl,5.3,,
,,Bunty Soorma,4.9,,
,,C.S. Dubey,7.050000000000001,,
,,Cajole Kapoor,6.4,,
,,Camilla Belle,5.7,,
,,Candice Boucher,4.4,,
,,Carl Weyant,5.0,,
,,Catherine Fallows,6.7,,
,,Catherine Tresa,5.3,,
,,Celina Jaitly,3.225,,
,,Chamak Chamkila,6.6,,
,,Chand Usmani,6.4,,
,,Chandan Bisht,6.8,,
,,Chandan Kumar,5.3,,
,,Chandrakant,8.3,,
,,Chandrakant Gokhale,5.7,,
,,Chandramohan,7.7,,
,,Chandrashekhar,4.133333333333334,,
,,Chandrima Bhaduri,6.0,,
,,Change Ji,5.4,,
,,Charanpreet Insan,6.6,,
,,Charlie,6.0,,
,,Charmy Kaur,4.0,,
,,Charu Asopa,5.6,,
,,Charudatta Bhagwat,6.1,,
,,Charul Bhavsar,6.8,,
,,Cherry Mardia,4.9,,
,,Chetan Aneja,3.6,,
,,Chinnu Kuruvila,6.9,,
,,Chirag Saluja,6.3,,
,,Chitrangda Singh,6.033333333333334,,
,,Chitrapama,3.3,,
,,Chitrashi Rawat,7.4,,
,,Chriselle Almeida,4.9,,
,,Christina Ricci,4.1,,
,,Chutki,5.7,,
,,Corin Nemec,7.6,,
,,Cyprus Dastoor,7.1,,
,,Daisy Bopanna,3.2,,
,,Daisy Shah,4.4,,
,,Dalip Tahil,5.233333333333333,,
,,Dan Dhanoa,5.8,,
,,Danish Bhatt,3.8,,
,,Darshan Jariwala,6.75,,
,,David Arquette,6.9,,
,,David Hinds,8.1,,
,,David Ropmay,6.8,,
,,Daya Dongre,4.5,,
,,Daya Shankar Pandey,6.2,,
,,Deb Mukherjee,6.7,,
,,Debu Bose,6.9,,
,,Deeksha Seth,4.9,,
,,Deep Bhattacharya,7.8,,
,,Deep Kumar Singh,7.4,,
,,Deepak Antani,7.6,,
,,Deepak Shankar,4.8,,
,,Deepal Shaw,6.5,,
,,Deepans Garge,5.8,,
,,Deepanshu Malik,5.5,,
,,Deepika Chikhalia,5.6,,
,,Denise Richards,3.9,,
,,Desh Gautam,7.2,,
,,Devaraj,6.5,,
,,Deven Verma,5.0,,
,,Devraj,7.4,,
,,Devshi Khanduri,5.2,,
,,Dhanraj Kadam,6.8,,
,,Dhanshree Jain,6.4,,
,,Dharmendra Ahirwar,7.2,,
,,Dharmendra Singh,4.9,,
,,Dheeraj Bishnoi,5.7,,
,,Dhruv Bali,6.1,,
,,Diamber,3.8,,
,,Digangana Suryavanshi,5.2,,
,,Dilip Prabhavalkar,6.1,,
,,Dilip Raj,6.8,,
,,Dilip Roy,5.5,,
,,Dimple,4.3,,
,,Dina Pathak,7.1,,
,,Dinesh,4.8,,
,,Dinesh Hingoo,4.225,,
,,Dinesh Lamba,4.4,,
,,Dinesh Shakul,8.0,,
,,Dinshaw Bilimoria,2.7,,
,,Dinyar Contractor,4.2,,
,,Dipti Dhotre,4.4,,
,,Disha Pandey,5.2,,
,,Disha Patani,3.3,,
,,Divya Chouksey,6.1,,
,,Divya Rana,4.6,,
,,Divyaa Dwivedi,5.2,,
,,Divyanka Tripathi Dahiya,7.4,,
,,Dolly Bindra,2.1,,
,,Dolly Chawla,4.2,,
,,Don McKellar,5.4,,
,,Donald Burman,4.4,,
,,Durgadas Bannerjee,7.0,,
,,Edie Mirman,6.8,,
,,Edilsy Vargas,7.4,,
,,Eesha Agarwal,5.7,,
,,Eklavey Kashyap,6.8,,
,,Eknath Kamble,6.0,,
,,Elena Kazan,5.5,,
,,Elizer Bareh,7.0,,
,,Ellora Patnaik,6.0,,
,,Emon Chatterjee,9.7,,
,,Erica Fernandes,6.7,,
,,Ermeline,5.3,,
,,Esha Deol,4.266666666666667,,
,,Esha Gupta,2.6,,
,,Esshan Khan,6.3,,
,,Ettienne Couthino,6.7,,
,,Faisal Khan,6.8,,
,,Falah Faisal,7.2,,
,,Farah Karimaee,2.6,,
,,Farha Khan,5.2,,
,,Farha Naaz,5.111111111111111,,
,,Farhan,4.0,,
,,Farheen,5.300000000000001,,
,,Farheen Khan,7.7,,
,,Farogh Jafri,8.0,,
,,Faryal,5.9,,
,,Fathima Babu,4.55,,
,,Fatima Sana Shaikh,5.9,,
,,Fawad Khan,6.4,,
,,Fefsi Vijayan,3.1,,
,,Felicity Kendal,6.8,,
,,Felicity Mason,7.0,,
,,Flora Saini,4.933333333333334,,
,,Florian Lukas,7.1,,
,,Furqan Merchant,5.9,,
,,G. Ananthappa,7.8,,
,,G.M. Kumar,6.0,,
,,Gabriela Bertante,3.6,,
,,Gabriella Wright,5.6,,
,,Gagan Guru,5.8,,
,,Gagan Singh Sethi,6.3,,
,,Gagansharmaknl,8.1,,
,,Ganesh Venkatraman,3.9,,
,,Ganraj Jadhav,6.8,,
,,Garima,6.9,,
,,Gauahar Khan,4.7,,
,,Gaurav Bajaj,5.4,,
,,Gaurav Gautam,5.25,,
,,Gaurav Paswala,4.2,,
,,Gaurav Sharma,8.1,,
,,Gauri,7.1,,
,,Gauri Khopkar,5.2,,
,,Gauri Shankar,4.2,,
,,Gautam Gulati,2.9,,
,,Gautam Rode,3.6,,
,,Gayatri,4.5,,
,,Gayatri Joshi,8.2,,
,,Geetanjali Singh,7.1,,
,,Geetika Tyagi,4.0,,
,,Genelia D'Souza,6.18,,
,,Gillian Pinto,9.1,,
,,Girish,5.4,,
,,Glenn,2.7,,
,,Gopi Desai,7.1,,
,,Gouri Mahato,8.2,,
,,Govind Namdeo,4.2,,
,,Guddi Maruti,6.0,,
,,Gulnaz Siganporia,8.6,,
,,Gulshan,3.4,,
,,Gulshan Bawra,8.6,,
,,Gulshan Pandey,7.0,,
,,Gurdas Maan,5.5,,
,,Gurfareen Bano,6.4,,
,,Gurpreet Ghuggi,5.4,,
,,Gurpreet kaur Sodhi,3.2,,
,,Hameed Butt,6.4,,
,,Hanif Hilal,4.2,,
,,Harish,3.3499999999999996,,
,,Harish Bhimani,6.5,,
,,Harish Khanna,7.050000000000001,,
,,Harry Key,7.5,,
,,Harsh Chhaya,4.133333333333334,,
,,Harsh Kumar,7.8,,
,,Harsh Lunia,5.7,,
,,Harsha Chopda,6.1,,
,,Harsha Mehra,4.3,,
,,Harshaali Malhotra,8.0,,
,,Harshvardhan Rane,7.45,,
,,Hashmat Khan,5.1,,
,,Hasleen Kaur,2.7,,
,,Hatha Yogi Baba,7.3,,
,,Hayley Cleghorn,5.6,,
,,Heena Shaik,6.4,,
,,Heenee Kaushik,3.8,,
,,Helen,4.866666666666666,,
,,Hema Chaudhari,6.7,,
,,Hemavaishnave,5.7,,
,,Hetal Gada,7.9,,
,,Himalaya,3.3,,
,,Himanshu Rai,6.2,,
,,Himarsha Venkatsamy,6.4,,
,,Himayat Ali,8.8,,
,,Hina Tasleem,3.9,,
,,Holly Gilbert,5.5,,
,,Hritu,3.2,,
,,Hsieh Chang Hai,6.2,,
,,Huma Qureshi,5.833333333333333,,
,,Humaima Malik,6.1,,
